Id,stockpx,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_1,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_2,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_3,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_4,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_5,len,datetime,open,high,low,close,volume,openinterest,10dORHV,len,datetime,open,high,low,close,volume,openinterest,TestStrategy,len,datetime,RSI_Oversold,len,rsi_os_30,RSI_Overbought,len,rsi_ob_70,LRSI_Oversold,len,lrsi_os_03,LRSI_Overbought,len,lrsi_ob_07,TSI_Oversold,len,tsi_os,TSI_Overbought,len,tsi_ob,AO_Oversold,len,ao_os,AO_Overbought,len,ao_ob,UO_Oversold,len,uo_os_30,UO_Overbought,len,uo_ob_60,CCI_Oversold,len,cci_os,CCI_Overbought,len,cci_ob,WR_Oversold,len,wr_os,WR_Overbought,len,wr_ob,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,stockpx,stockpx_lag_1,stockpx_lag_2,stockpx_lag_3,stockpx_lag_4,stockpx_lag_5,10dORHV
764,stockpx,764,2013-01-28 00:00:00,,20.5,20.200001,20.309998999999998,39510100.0,,stockpx_lag_1,764,2013-01-28 00:00:00,,,,19.700001,,,stockpx_lag_2,764,2013-01-28 00:00:00,,,,20.120001000000002,,,stockpx_lag_3,764,2013-01-28 00:00:00,,,,19.629998999999998,,,stockpx_lag_4,764,2013-01-28 00:00:00,,,,19.76,,,stockpx_lag_5,764,2013-01-28 00:00:00,,,,19.34,,,10dORHV,764,2013-01-28 00:00:00,,,,15.81,,,TestStrategy,764,734896.0,RSI_Oversold,764,0.0,RSI_Overbought,764,0.0,LRSI_Oversold,764,0.0,LRSI_Overbought,764,1.0,TSI_Oversold,764,1.0,TSI_Overbought,764,0.0,AO_Oversold,764,1.0,AO_Overbought,764,0.0,UO_Oversold,764,0.0,UO_Overbought,764,0.0,CCI_Oversold,764,0.0,CCI_Overbought,764,0.0,WR_Oversold,764,0.0,WR_Overbought,764,1.0,Broker,764,100033.66000199995,100013.35000299994,BuySell,764,,,BuySell,764,,,BuySell,764,,,BuySell,764,,,BuySell,764,,,BuySell,764,,,BuySell,764,,,DataTrades,764,,,,,,,
765,stockpx,765,2013-01-29 00:00:00,,20.879998999999998,19.68,19.700001,57652300.0,,stockpx_lag_1,765,2013-01-29 00:00:00,,,,20.120001000000002,,,stockpx_lag_2,765,2013-01-29 00:00:00,,,,19.629998999999998,,,stockpx_lag_3,765,2013-01-29 00:00:00,,,,19.76,,,stockpx_lag_4,765,2013-01-29 00:00:00,,,,19.34,,,stockpx_lag_5,765,2013-01-29 00:00:00,,,,19.66,,,10dORHV,765,2013-01-29 00:00:00,,,,25.77,,,TestStrategy,765,734897.0,RSI_Oversold,765,0.0,RSI_Overbought,765,0.0,LRSI_Oversold,765,0.0,LRSI_Overbought,765,0.0,TSI_Oversold,765,1.0,TSI_Overbought,765,0.0,AO_Oversold,765,1.0,AO_Overbought,765,0.0,UO_Oversold,765,0.0,UO_Overbought,765,0.0,CCI_Oversold,765,0.0,CCI_Overbought,765,0.0,WR_Oversold,765,1.0,WR_Overbought,765,0.0,Broker,765,100033.66000199995,100013.96000099994,BuySell,765,,,BuySell,765,,,BuySell,765,,,BuySell,765,,,BuySell,765,,,BuySell,765,,,BuySell,765,,,DataTrades,765,,,,,,,
766,stockpx,766,2013-01-30 00:00:00,,20.120001000000002,19.690001000000002,20.120001000000002,36572300.0,,stockpx_lag_1,766,2013-01-30 00:00:00,,,,19.629998999999998,,,stockpx_lag_2,766,2013-01-30 00:00:00,,,,19.76,,,stockpx_lag_3,766,2013-01-30 00:00:00,,,,19.34,,,stockpx_lag_4,766,2013-01-30 00:00:00,,,,19.66,,,stockpx_lag_5,766,2013-01-30 00:00:00,,,,19.85,,,10dORHV,766,2013-01-30 00:00:00,,,,25.82,,,TestStrategy,766,734898.0,RSI_Oversold,766,0.0,RSI_Overbought,766,0.0,LRSI_Oversold,766,0.0,LRSI_Overbought,766,1.0,TSI_Oversold,766,1.0,TSI_Overbought,766,0.0,AO_Oversold,766,1.0,AO_Overbought,766,0.0,UO_Oversold,766,0.0,UO_Overbought,766,0.0,CCI_Oversold,766,0.0,CCI_Overbought,766,0.0,WR_Oversold,766,0.0,WR_Overbought,766,0.0,Broker,766,100033.66000199995,100013.54000099994,BuySell,766,,,BuySell,766,,,BuySell,766,,,BuySell,766,,,BuySell,766,,,BuySell,766,,,BuySell,766,,,DataTrades,766,,,,,,,
767,stockpx,767,2013-01-31 00:00:00,,19.99,19.57,19.629998999999998,34973700.0,,stockpx_lag_1,767,2013-01-31 00:00:00,,,,19.76,,,stockpx_lag_2,767,2013-01-31 00:00:00,,,,19.34,,,stockpx_lag_3,767,2013-01-31 00:00:00,,,,19.66,,,stockpx_lag_4,767,2013-01-31 00:00:00,,,,19.85,,,stockpx_lag_5,767,2013-01-31 00:00:00,,,,20.32,,,10dORHV,767,2013-01-31 00:00:00,,,,25.61,,,TestStrategy,767,734899.0,RSI_Oversold,767,0.0,RSI_Overbought,767,0.0,LRSI_Oversold,767,0.0,LRSI_Overbought,767,0.0,TSI_Oversold,767,0.0,TSI_Overbought,767,1.0,AO_Oversold,767,1.0,AO_Overbought,767,0.0,UO_Oversold,767,0.0,UO_Overbought,767,0.0,CCI_Oversold,767,1.0,CCI_Overbought,767,0.0,WR_Oversold,767,1.0,WR_Overbought,767,0.0,Broker,767,100014.03000299995,100014.03000299995,BuySell,767,19.629998999999998,,BuySell,767,,,BuySell,767,,,BuySell,767,,,BuySell,767,,,BuySell,767,,,BuySell,767,,,DataTrades,767,0.740002000000004,,,,,,
768,stockpx,768,2013-02-01 00:00:00,,19.83,19.58,19.76,27610600.0,,stockpx_lag_1,768,2013-02-01 00:00:00,,,,19.34,,,stockpx_lag_2,768,2013-02-01 00:00:00,,,,19.66,,,stockpx_lag_3,768,2013-02-01 00:00:00,,,,19.85,,,stockpx_lag_4,768,2013-02-01 00:00:00,,,,20.32,,,stockpx_lag_5,768,2013-02-01 00:00:00,,,,20.5,,,10dORHV,768,2013-02-01 00:00:00,,,,26.05,,,TestStrategy,768,734900.0,RSI_Oversold,768,0.0,RSI_Overbought,768,0.0,LRSI_Oversold,768,0.0,LRSI_Overbought,768,0.0,TSI_Oversold,768,0.0,TSI_Overbought,768,1.0,AO_Oversold,768,1.0,AO_Overbought,768,0.0,UO_Oversold,768,0.0,UO_Overbought,768,0.0,CCI_Oversold,768,1.0,CCI_Overbought,768,0.0,WR_Oversold,768,1.0,WR_Overbought,768,0.0,Broker,768,100014.03000299995,100014.03000299995,BuySell,768,,,BuySell,768,,,BuySell,768,,,BuySell,768,,,BuySell,768,,,BuySell,768,,,BuySell,768,,,DataTrades,768,,,,,,,
769,stockpx,769,2013-02-04 00:00:00,,19.809998999999998,19.309998999999998,19.34,23906500.0,,stockpx_lag_1,769,2013-02-04 00:00:00,,,,19.66,,,stockpx_lag_2,769,2013-02-04 00:00:00,,,,19.85,,,stockpx_lag_3,769,2013-02-04 00:00:00,,,,20.32,,,stockpx_lag_4,769,2013-02-04 00:00:00,,,,20.5,,,stockpx_lag_5,769,2013-02-04 00:00:00,,,,20.9,,,10dORHV,769,2013-02-04 00:00:00,,,,27.83,,,TestStrategy,769,734903.0,RSI_Oversold,769,0.0,RSI_Overbought,769,0.0,LRSI_Oversold,769,1.0,LRSI_Overbought,769,0.0,TSI_Oversold,769,0.0,TSI_Overbought,769,1.0,AO_Oversold,769,1.0,AO_Overbought,769,0.0,UO_Oversold,769,0.0,UO_Overbought,769,0.0,CCI_Oversold,769,1.0,CCI_Overbought,769,0.0,WR_Oversold,769,1.0,WR_Overbought,769,0.0,Broker,769,100014.03000299995,100014.03000299995,BuySell,769,,,BuySell,769,,,BuySell,769,,,BuySell,769,,,BuySell,769,,,BuySell,769,,,BuySell,769,,,DataTrades,769,,,,,,,
770,stockpx,770,2013-02-05 00:00:00,,19.780001000000002,19.42,19.66,13559800.0,,stockpx_lag_1,770,2013-02-05 00:00:00,,,,19.85,,,stockpx_lag_2,770,2013-02-05 00:00:00,,,,20.32,,,stockpx_lag_3,770,2013-02-05 00:00:00,,,,20.5,,,stockpx_lag_4,770,2013-02-05 00:00:00,,,,20.9,,,stockpx_lag_5,770,2013-02-05 00:00:00,,,,21.209999,,,10dORHV,770,2013-02-05 00:00:00,,,,28.06,,,TestStrategy,770,734904.0,RSI_Oversold,770,0.0,RSI_Overbought,770,0.0,LRSI_Oversold,770,1.0,LRSI_Overbought,770,0.0,TSI_Oversold,770,0.0,TSI_Overbought,770,1.0,AO_Oversold,770,0.0,AO_Overbought,770,1.0,UO_Oversold,770,0.0,UO_Overbought,770,0.0,CCI_Oversold,770,0.0,CCI_Overbought,770,0.0,WR_Oversold,770,1.0,WR_Overbought,770,0.0,Broker,770,100014.03000299995,100014.03000299995,BuySell,770,,,BuySell,770,,,BuySell,770,,,BuySell,770,,,BuySell,770,,,BuySell,770,,,BuySell,770,,,DataTrades,770,,,,,,,
771,stockpx,771,2013-02-06 00:00:00,,19.9,19.59,19.85,15392300.0,,stockpx_lag_1,771,2013-02-06 00:00:00,,,,20.32,,,stockpx_lag_2,771,2013-02-06 00:00:00,,,,20.5,,,stockpx_lag_3,771,2013-02-06 00:00:00,,,,20.9,,,stockpx_lag_4,771,2013-02-06 00:00:00,,,,21.209999,,,stockpx_lag_5,771,2013-02-06 00:00:00,,,,21.15,,,10dORHV,771,2013-02-06 00:00:00,,,,28.02,,,TestStrategy,771,734905.0,RSI_Oversold,771,0.0,RSI_Overbought,771,0.0,LRSI_Oversold,771,1.0,LRSI_Overbought,771,0.0,TSI_Oversold,771,0.0,TSI_Overbought,771,1.0,AO_Oversold,771,0.0,AO_Overbought,771,1.0,UO_Oversold,771,0.0,UO_Overbought,771,0.0,CCI_Oversold,771,0.0,CCI_Overbought,771,0.0,WR_Oversold,771,0.0,WR_Overbought,771,0.0,Broker,771,100014.03000299995,100014.03000299995,BuySell,771,,,BuySell,771,,,BuySell,771,,,BuySell,771,,,BuySell,771,,,BuySell,771,,,BuySell,771,,,DataTrades,771,,,,,,,
772,stockpx,772,2013-02-07 00:00:00,,20.43,19.93,20.32,24705600.0,,stockpx_lag_1,772,2013-02-07 00:00:00,,,,20.5,,,stockpx_lag_2,772,2013-02-07 00:00:00,,,,20.9,,,stockpx_lag_3,772,2013-02-07 00:00:00,,,,21.209999,,,stockpx_lag_4,772,2013-02-07 00:00:00,,,,21.15,,,stockpx_lag_5,772,2013-02-07 00:00:00,,,,21.18,,,10dORHV,772,2013-02-07 00:00:00,,,,28.72,,,TestStrategy,772,734906.0,RSI_Oversold,772,0.0,RSI_Overbought,772,0.0,LRSI_Oversold,772,0.0,LRSI_Overbought,772,0.0,TSI_Oversold,772,1.0,TSI_Overbought,772,0.0,AO_Oversold,772,1.0,AO_Overbought,772,0.0,UO_Oversold,772,0.0,UO_Overbought,772,0.0,CCI_Oversold,772,0.0,CCI_Overbought,772,1.0,WR_Oversold,772,0.0,WR_Overbought,772,1.0,Broker,772,100014.03000299995,100014.03000299995,BuySell,772,,,BuySell,772,,,BuySell,772,,,BuySell,772,,,BuySell,772,,,BuySell,772,,,BuySell,772,,,DataTrades,772,,,,,,,
773,stockpx,773,2013-02-08 00:00:00,,20.610001,20.299999,20.5,22249700.0,,stockpx_lag_1,773,2013-02-08 00:00:00,,,,20.9,,,stockpx_lag_2,773,2013-02-08 00:00:00,,,,21.209999,,,stockpx_lag_3,773,2013-02-08 00:00:00,,,,21.15,,,stockpx_lag_4,773,2013-02-08 00:00:00,,,,21.18,,,stockpx_lag_5,773,2013-02-08 00:00:00,,,,21.02,,,10dORHV,773,2013-02-08 00:00:00,,,,29.01,,,TestStrategy,773,734907.0,RSI_Oversold,773,0.0,RSI_Overbought,773,0.0,LRSI_Oversold,773,0.0,LRSI_Overbought,773,0.0,TSI_Oversold,773,1.0,TSI_Overbought,773,0.0,AO_Oversold,773,1.0,AO_Overbought,773,0.0,UO_Oversold,773,0.0,UO_Overbought,773,0.0,CCI_Oversold,773,0.0,CCI_Overbought,773,1.0,WR_Oversold,773,0.0,WR_Overbought,773,1.0,Broker,773,100014.03000299995,100014.03000299995,BuySell,773,,,BuySell,773,,,BuySell,773,,,BuySell,773,,,BuySell,773,,,BuySell,773,,,BuySell,773,,,DataTrades,773,,,,,,,
774,stockpx,774,2013-02-11 00:00:00,,20.98,20.389999,20.9,22089900.0,,stockpx_lag_1,774,2013-02-11 00:00:00,,,,21.209999,,,stockpx_lag_2,774,2013-02-11 00:00:00,,,,21.15,,,stockpx_lag_3,774,2013-02-11 00:00:00,,,,21.18,,,stockpx_lag_4,774,2013-02-11 00:00:00,,,,21.02,,,stockpx_lag_5,774,2013-02-11 00:00:00,,,,21.290001,,,10dORHV,774,2013-02-11 00:00:00,,,,30.33,,,TestStrategy,774,734910.0,RSI_Oversold,774,0.0,RSI_Overbought,774,1.0,LRSI_Oversold,774,0.0,LRSI_Overbought,774,1.0,TSI_Oversold,774,1.0,TSI_Overbought,774,0.0,AO_Oversold,774,1.0,AO_Overbought,774,0.0,UO_Oversold,774,0.0,UO_Overbought,774,1.0,CCI_Oversold,774,0.0,CCI_Overbought,774,1.0,WR_Oversold,774,0.0,WR_Overbought,774,1.0,Broker,774,100014.03000299995,100014.03000299995,BuySell,774,,,BuySell,774,,,BuySell,774,,,BuySell,774,,,BuySell,774,,,BuySell,774,,,BuySell,774,,,DataTrades,774,,,,,,,
775,stockpx,775,2013-02-12 00:00:00,,21.4,20.889999,21.209999,27750200.0,,stockpx_lag_1,775,2013-02-12 00:00:00,,,,21.15,,,stockpx_lag_2,775,2013-02-12 00:00:00,,,,21.18,,,stockpx_lag_3,775,2013-02-12 00:00:00,,,,21.02,,,stockpx_lag_4,775,2013-02-12 00:00:00,,,,21.290001,,,stockpx_lag_5,775,2013-02-12 00:00:00,,,,20.92,,,10dORHV,775,2013-02-12 00:00:00,,,,23.3,,,TestStrategy,775,734911.0,RSI_Oversold,775,0.0,RSI_Overbought,775,1.0,LRSI_Oversold,775,0.0,LRSI_Overbought,775,1.0,TSI_Oversold,775,1.0,TSI_Overbought,775,0.0,AO_Oversold,775,1.0,AO_Overbought,775,0.0,UO_Oversold,775,0.0,UO_Overbought,775,0.0,CCI_Oversold,775,0.0,CCI_Overbought,775,1.0,WR_Oversold,775,0.0,WR_Overbought,775,1.0,Broker,775,99992.82000399995,100014.03000299995,BuySell,775,21.209999,,BuySell,775,,,BuySell,775,,,BuySell,775,,,BuySell,775,,,BuySell,775,,,BuySell,775,,,DataTrades,775,,,,,,,
776,stockpx,776,2013-02-13 00:00:00,,21.43,21.07,21.15,18797900.0,,stockpx_lag_1,776,2013-02-13 00:00:00,,,,21.18,,,stockpx_lag_2,776,2013-02-13 00:00:00,,,,21.02,,,stockpx_lag_3,776,2013-02-13 00:00:00,,,,21.290001,,,stockpx_lag_4,776,2013-02-13 00:00:00,,,,20.92,,,stockpx_lag_5,776,2013-02-13 00:00:00,,,,20.83,,,10dORHV,776,2013-02-13 00:00:00,,,,22.16,,,TestStrategy,776,734912.0,RSI_Oversold,776,0.0,RSI_Overbought,776,1.0,LRSI_Oversold,776,0.0,LRSI_Overbought,776,1.0,TSI_Oversold,776,1.0,TSI_Overbought,776,0.0,AO_Oversold,776,1.0,AO_Overbought,776,0.0,UO_Oversold,776,0.0,UO_Overbought,776,1.0,CCI_Oversold,776,0.0,CCI_Overbought,776,0.0,WR_Oversold,776,0.0,WR_Overbought,776,1.0,Broker,776,99992.82000399995,100013.97000399994,BuySell,776,,,BuySell,776,,,BuySell,776,,,BuySell,776,,,BuySell,776,,,BuySell,776,,,BuySell,776,,,DataTrades,776,,,,,,,
777,stockpx,777,2013-02-14 00:00:00,,21.26,21.059998999999998,21.18,12817900.0,,stockpx_lag_1,777,2013-02-14 00:00:00,,,,21.02,,,stockpx_lag_2,777,2013-02-14 00:00:00,,,,21.290001,,,stockpx_lag_3,777,2013-02-14 00:00:00,,,,20.92,,,stockpx_lag_4,777,2013-02-14 00:00:00,,,,20.83,,,stockpx_lag_5,777,2013-02-14 00:00:00,,,,21.219998999999998,,,10dORHV,777,2013-02-14 00:00:00,,,,20.51,,,TestStrategy,777,734913.0,RSI_Oversold,777,0.0,RSI_Overbought,777,1.0,LRSI_Oversold,777,0.0,LRSI_Overbought,777,1.0,TSI_Oversold,777,1.0,TSI_Overbought,777,0.0,AO_Oversold,777,1.0,AO_Overbought,777,0.0,UO_Oversold,777,0.0,UO_Overbought,777,1.0,CCI_Oversold,777,0.0,CCI_Overbought,777,0.0,WR_Oversold,777,0.0,WR_Overbought,777,1.0,Broker,777,99992.82000399995,100014.00000399994,BuySell,777,,,BuySell,777,,,BuySell,777,,,BuySell,777,,,BuySell,777,,,BuySell,777,,,BuySell,777,,,DataTrades,777,,,,,,,
778,stockpx,778,2013-02-15 00:00:00,,21.25,20.9,21.02,12584000.0,,stockpx_lag_1,778,2013-02-15 00:00:00,,,,21.290001,,,stockpx_lag_2,778,2013-02-15 00:00:00,,,,20.92,,,stockpx_lag_3,778,2013-02-15 00:00:00,,,,20.83,,,stockpx_lag_4,778,2013-02-15 00:00:00,,,,21.219998999999998,,,stockpx_lag_5,778,2013-02-15 00:00:00,,,,20.73,,,10dORHV,778,2013-02-15 00:00:00,,,,20.29,,,TestStrategy,778,734914.0,RSI_Oversold,778,0.0,RSI_Overbought,778,0.0,LRSI_Oversold,778,0.0,LRSI_Overbought,778,1.0,TSI_Oversold,778,1.0,TSI_Overbought,778,0.0,AO_Oversold,778,1.0,AO_Overbought,778,0.0,UO_Oversold,778,0.0,UO_Overbought,778,0.0,CCI_Oversold,778,0.0,CCI_Overbought,778,0.0,WR_Oversold,778,0.0,WR_Overbought,778,0.0,Broker,778,99992.82000399995,100013.84000399995,BuySell,778,,,BuySell,778,,,BuySell,778,,,BuySell,778,,,BuySell,778,,,BuySell,778,,,BuySell,778,,,DataTrades,778,,,,,,,
779,stockpx,779,2013-02-19 00:00:00,,21.41,20.969998999999998,21.290001,16665800.0,,stockpx_lag_1,779,2013-02-19 00:00:00,,,,20.92,,,stockpx_lag_2,779,2013-02-19 00:00:00,,,,20.83,,,stockpx_lag_3,779,2013-02-19 00:00:00,,,,21.219998999999998,,,stockpx_lag_4,779,2013-02-19 00:00:00,,,,20.73,,,stockpx_lag_5,779,2013-02-19 00:00:00,,,,20.76,,,10dORHV,779,2013-02-19 00:00:00,,,,17.88,,,TestStrategy,779,734918.0,RSI_Oversold,779,0.0,RSI_Overbought,779,1.0,LRSI_Oversold,779,0.0,LRSI_Overbought,779,1.0,TSI_Oversold,779,1.0,TSI_Overbought,779,0.0,AO_Oversold,779,1.0,AO_Overbought,779,0.0,UO_Oversold,779,0.0,UO_Overbought,779,0.0,CCI_Oversold,779,0.0,CCI_Overbought,779,0.0,WR_Oversold,779,0.0,WR_Overbought,779,1.0,Broker,779,100014.11000499995,100014.11000499995,BuySell,779,,21.290001,BuySell,779,,,BuySell,779,,,BuySell,779,,,BuySell,779,,,BuySell,779,,,BuySell,779,,,DataTrades,779,0.08000200000000035,,,,,,
780,stockpx,780,2013-02-20 00:00:00,,21.450001,20.9,20.92,14438900.0,,stockpx_lag_1,780,2013-02-20 00:00:00,,,,20.83,,,stockpx_lag_2,780,2013-02-20 00:00:00,,,,21.219998999999998,,,stockpx_lag_3,780,2013-02-20 00:00:00,,,,20.73,,,stockpx_lag_4,780,2013-02-20 00:00:00,,,,20.76,,,stockpx_lag_5,780,2013-02-20 00:00:00,,,,21.16,,,10dORHV,780,2013-02-20 00:00:00,,,,19.74,,,TestStrategy,780,734919.0,RSI_Oversold,780,0.0,RSI_Overbought,780,0.0,LRSI_Oversold,780,0.0,LRSI_Overbought,780,1.0,TSI_Oversold,780,1.0,TSI_Overbought,780,0.0,AO_Oversold,780,1.0,AO_Overbought,780,0.0,UO_Oversold,780,0.0,UO_Overbought,780,0.0,CCI_Oversold,780,0.0,CCI_Overbought,780,0.0,WR_Oversold,780,1.0,WR_Overbought,780,0.0,Broker,780,100014.11000499995,100014.11000499995,BuySell,780,,,BuySell,780,,,BuySell,780,,,BuySell,780,,,BuySell,780,,,BuySell,780,,,BuySell,780,,,DataTrades,780,,,,,,,
781,stockpx,781,2013-02-21 00:00:00,,21.0,20.74,20.83,13296100.0,,stockpx_lag_1,781,2013-02-21 00:00:00,,,,21.219998999999998,,,stockpx_lag_2,781,2013-02-21 00:00:00,,,,20.73,,,stockpx_lag_3,781,2013-02-21 00:00:00,,,,20.76,,,stockpx_lag_4,781,2013-02-21 00:00:00,,,,21.16,,,stockpx_lag_5,781,2013-02-21 00:00:00,,,,21.309998999999998,,,10dORHV,781,2013-02-21 00:00:00,,,,19.31,,,TestStrategy,781,734920.0,RSI_Oversold,781,0.0,RSI_Overbought,781,0.0,LRSI_Oversold,781,0.0,LRSI_Overbought,781,1.0,TSI_Oversold,781,1.0,TSI_Overbought,781,0.0,AO_Oversold,781,1.0,AO_Overbought,781,0.0,UO_Oversold,781,0.0,UO_Overbought,781,0.0,CCI_Oversold,781,0.0,CCI_Overbought,781,0.0,WR_Oversold,781,1.0,WR_Overbought,781,0.0,Broker,781,100014.11000499995,100014.11000499995,BuySell,781,,,BuySell,781,,,BuySell,781,,,BuySell,781,,,BuySell,781,,,BuySell,781,,,BuySell,781,,,DataTrades,781,,,,,,,
782,stockpx,782,2013-02-22 00:00:00,,21.309998999999998,20.85,21.219998999999998,13673300.0,,stockpx_lag_1,782,2013-02-22 00:00:00,,,,20.73,,,stockpx_lag_2,782,2013-02-22 00:00:00,,,,20.76,,,stockpx_lag_3,782,2013-02-22 00:00:00,,,,21.16,,,stockpx_lag_4,782,2013-02-22 00:00:00,,,,21.309998999999998,,,stockpx_lag_5,782,2013-02-22 00:00:00,,,,21.940001000000002,,,10dORHV,782,2013-02-22 00:00:00,,,,18.07,,,TestStrategy,782,734921.0,RSI_Oversold,782,0.0,RSI_Overbought,782,0.0,LRSI_Oversold,782,0.0,LRSI_Overbought,782,1.0,TSI_Oversold,782,1.0,TSI_Overbought,782,0.0,AO_Oversold,782,1.0,AO_Overbought,782,0.0,UO_Oversold,782,0.0,UO_Overbought,782,0.0,CCI_Oversold,782,0.0,CCI_Overbought,782,0.0,WR_Oversold,782,0.0,WR_Overbought,782,0.0,Broker,782,100014.11000499995,100014.11000499995,BuySell,782,,,BuySell,782,,,BuySell,782,,,BuySell,782,,,BuySell,782,,,BuySell,782,,,BuySell,782,,,DataTrades,782,,,,,,,
783,stockpx,783,2013-02-25 00:00:00,,21.32,20.719998999999998,20.73,13334900.0,,stockpx_lag_1,783,2013-02-25 00:00:00,,,,20.76,,,stockpx_lag_2,783,2013-02-25 00:00:00,,,,21.16,,,stockpx_lag_3,783,2013-02-25 00:00:00,,,,21.309998999999998,,,stockpx_lag_4,783,2013-02-25 00:00:00,,,,21.940001000000002,,,stockpx_lag_5,783,2013-02-25 00:00:00,,,,22.700001,,,10dORHV,783,2013-02-25 00:00:00,,,,20.62,,,TestStrategy,783,734924.0,RSI_Oversold,783,0.0,RSI_Overbought,783,0.0,LRSI_Oversold,783,0.0,LRSI_Overbought,783,0.0,TSI_Oversold,783,1.0,TSI_Overbought,783,0.0,AO_Oversold,783,1.0,AO_Overbought,783,0.0,UO_Oversold,783,0.0,UO_Overbought,783,0.0,CCI_Oversold,783,0.0,CCI_Overbought,783,0.0,WR_Oversold,783,1.0,WR_Overbought,783,0.0,Broker,783,100014.11000499995,100014.11000499995,BuySell,783,,,BuySell,783,,,BuySell,783,,,BuySell,783,,,BuySell,783,,,BuySell,783,,,BuySell,783,,,DataTrades,783,,,,,,,
784,stockpx,784,2013-02-26 00:00:00,,20.85,20.58,20.76,14038200.0,,stockpx_lag_1,784,2013-02-26 00:00:00,,,,21.16,,,stockpx_lag_2,784,2013-02-26 00:00:00,,,,21.309998999999998,,,stockpx_lag_3,784,2013-02-26 00:00:00,,,,21.940001000000002,,,stockpx_lag_4,784,2013-02-26 00:00:00,,,,22.700001,,,stockpx_lag_5,784,2013-02-26 00:00:00,,,,22.950001,,,10dORHV,784,2013-02-26 00:00:00,,,,18.56,,,TestStrategy,784,734925.0,RSI_Oversold,784,0.0,RSI_Overbought,784,0.0,LRSI_Oversold,784,0.0,LRSI_Overbought,784,0.0,TSI_Oversold,784,0.0,TSI_Overbought,784,1.0,AO_Oversold,784,1.0,AO_Overbought,784,0.0,UO_Oversold,784,0.0,UO_Overbought,784,0.0,CCI_Oversold,784,1.0,CCI_Overbought,784,0.0,WR_Oversold,784,1.0,WR_Overbought,784,0.0,Broker,784,100014.11000499995,100014.11000499995,BuySell,784,,,BuySell,784,,,BuySell,784,,,BuySell,784,,,BuySell,784,,,BuySell,784,,,BuySell,784,,,DataTrades,784,,,,,,,
785,stockpx,785,2013-02-27 00:00:00,,21.309998999999998,20.690001000000002,21.16,15697300.0,,stockpx_lag_1,785,2013-02-27 00:00:00,,,,21.309998999999998,,,stockpx_lag_2,785,2013-02-27 00:00:00,,,,21.940001000000002,,,stockpx_lag_3,785,2013-02-27 00:00:00,,,,22.700001,,,stockpx_lag_4,785,2013-02-27 00:00:00,,,,22.950001,,,stockpx_lag_5,785,2013-02-27 00:00:00,,,,22.799999,,,10dORHV,785,2013-02-27 00:00:00,,,,19.55,,,TestStrategy,785,734926.0,RSI_Oversold,785,0.0,RSI_Overbought,785,0.0,LRSI_Oversold,785,0.0,LRSI_Overbought,785,0.0,TSI_Oversold,785,1.0,TSI_Overbought,785,0.0,AO_Oversold,785,1.0,AO_Overbought,785,0.0,UO_Oversold,785,0.0,UO_Overbought,785,0.0,CCI_Oversold,785,0.0,CCI_Overbought,785,0.0,WR_Oversold,785,0.0,WR_Overbought,785,0.0,Broker,785,100014.11000499995,100014.11000499995,BuySell,785,,,BuySell,785,,,BuySell,785,,,BuySell,785,,,BuySell,785,,,BuySell,785,,,BuySell,785,,,DataTrades,785,,,,,,,
786,stockpx,786,2013-02-28 00:00:00,,21.57,21.049999,21.309998999999998,18873700.0,,stockpx_lag_1,786,2013-02-28 00:00:00,,,,21.940001000000002,,,stockpx_lag_2,786,2013-02-28 00:00:00,,,,22.700001,,,stockpx_lag_3,786,2013-02-28 00:00:00,,,,22.950001,,,stockpx_lag_4,786,2013-02-28 00:00:00,,,,22.799999,,,stockpx_lag_5,786,2013-02-28 00:00:00,,,,22.700001,,,10dORHV,786,2013-02-28 00:00:00,,,,23.25,,,TestStrategy,786,734927.0,RSI_Oversold,786,0.0,RSI_Overbought,786,0.0,LRSI_Oversold,786,0.0,LRSI_Overbought,786,0.0,TSI_Oversold,786,1.0,TSI_Overbought,786,0.0,AO_Oversold,786,1.0,AO_Overbought,786,0.0,UO_Oversold,786,0.0,UO_Overbought,786,0.0,CCI_Oversold,786,0.0,CCI_Overbought,786,1.0,WR_Oversold,786,0.0,WR_Overbought,786,1.0,Broker,786,100014.11000499995,100014.11000499995,BuySell,786,,,BuySell,786,,,BuySell,786,,,BuySell,786,,,BuySell,786,,,BuySell,786,,,BuySell,786,,,DataTrades,786,,,,,,,
