Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,Bollinger_Breakout,len,breakout,Bollinger_Breakdown,len,breakdown,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
1065,10dORHV,1065,2014-04-10 00:00:00,,,,17.67,,,stockpx,1065,2014-04-10 00:00:00,,,,523.9,,,HVStrategy,1065,735333.0,Bollinger_Breakout,1065,0.0,Bollinger_Breakdown,1065,0.0,Broker,1065,100024.76,100024.76,BuySell,1065,,,BuySell,1065,,,DataTrades,1065,,
1066,10dORHV,1066,2014-04-11 00:00:00,,,,18.3,,,stockpx,1066,2014-04-11 00:00:00,,,,520.02,,,HVStrategy,1066,735334.0,Bollinger_Breakout,1066,0.0,Bollinger_Breakdown,1066,0.0,Broker,1066,100024.76,100024.76,BuySell,1066,,,BuySell,1066,,,DataTrades,1066,,
1067,10dORHV,1067,2014-04-14 00:00:00,,,,14.6,,,stockpx,1067,2014-04-14 00:00:00,,,,521.66,,,HVStrategy,1067,735337.0,Bollinger_Breakout,1067,0.0,Bollinger_Breakdown,1067,0.0,Broker,1067,100024.76,100024.76,BuySell,1067,,,BuySell,1067,,,DataTrades,1067,,
1068,10dORHV,1068,2014-04-15 00:00:00,,,,15.33,,,stockpx,1068,2014-04-15 00:00:00,,,,518.05,,,HVStrategy,1068,735338.0,Bollinger_Breakout,1068,0.0,Bollinger_Breakdown,1068,0.0,Broker,1068,100024.76,100024.76,BuySell,1068,,,BuySell,1068,,,DataTrades,1068,,
1069,10dORHV,1069,2014-04-16 00:00:00,,,,15.52,,,stockpx,1069,2014-04-16 00:00:00,,,,518.22,,,HVStrategy,1069,735339.0,Bollinger_Breakout,1069,0.0,Bollinger_Breakdown,1069,0.0,Broker,1069,100024.76,100024.76,BuySell,1069,,,BuySell,1069,,,DataTrades,1069,,
1070,10dORHV,1070,2014-04-17 00:00:00,,,,16.07,,,stockpx,1070,2014-04-17 00:00:00,,,,525.05,,,HVStrategy,1070,735340.0,Bollinger_Breakout,1070,0.0,Bollinger_Breakdown,1070,0.0,Broker,1070,100024.76,100024.76,BuySell,1070,,,BuySell,1070,,,DataTrades,1070,,
1071,10dORHV,1071,2014-04-21 00:00:00,,,,15.71,,,stockpx,1071,2014-04-21 00:00:00,,,,530.35,,,HVStrategy,1071,735344.0,Bollinger_Breakout,1071,0.0,Bollinger_Breakdown,1071,0.0,Broker,1071,100024.76,100024.76,BuySell,1071,,,BuySell,1071,,,DataTrades,1071,,
1072,10dORHV,1072,2014-04-22 00:00:00,,,,15.48,,,stockpx,1072,2014-04-22 00:00:00,,,,531.29,,,HVStrategy,1072,735345.0,Bollinger_Breakout,1072,0.0,Bollinger_Breakdown,1072,0.0,Broker,1072,100024.76,100024.76,BuySell,1072,,,BuySell,1072,,,DataTrades,1072,,
1073,10dORHV,1073,2014-04-23 00:00:00,,,,14.85,,,stockpx,1073,2014-04-23 00:00:00,,,,523.92,,,HVStrategy,1073,735346.0,Bollinger_Breakout,1073,0.0,Bollinger_Breakdown,1073,0.0,Broker,1073,100024.76,100024.76,BuySell,1073,,,BuySell,1073,,,DataTrades,1073,,
1074,10dORHV,1074,2014-04-24 00:00:00,,,,38.82,,,stockpx,1074,2014-04-24 00:00:00,,,,569.81,,,HVStrategy,1074,735347.0,Bollinger_Breakout,1074,1.0,Bollinger_Breakdown,1074,0.0,Broker,1074,100024.76,100024.76,BuySell,1074,,,BuySell,1074,,,DataTrades,1074,,
1075,10dORHV,1075,2014-04-25 00:00:00,,,,37.72,,,stockpx,1075,2014-04-25 00:00:00,,,,570.92,,,HVStrategy,1075,735348.0,Bollinger_Breakout,1075,1.0,Bollinger_Breakdown,1075,0.0,Broker,1075,99987.04,100024.76,BuySell,1075,37.72,,BuySell,1075,,,DataTrades,1075,,
1076,10dORHV,1076,2014-04-28 00:00:00,,,,39.15,,,stockpx,1076,2014-04-28 00:00:00,,,,592.38,,,HVStrategy,1076,735351.0,Bollinger_Breakout,1076,1.0,Bollinger_Breakdown,1076,0.0,Broker,1076,99987.04,100026.18999999999,BuySell,1076,,,BuySell,1076,,,DataTrades,1076,,
1077,10dORHV,1077,2014-04-29 00:00:00,,,,39.13,,,stockpx,1077,2014-04-29 00:00:00,,,,593.2,,,HVStrategy,1077,735352.0,Bollinger_Breakout,1077,1.0,Bollinger_Breakdown,1077,0.0,Broker,1077,99987.04,100026.17,BuySell,1077,,,BuySell,1077,,,DataTrades,1077,,
1078,10dORHV,1078,2014-04-30 00:00:00,,,,39.04,,,stockpx,1078,2014-04-30 00:00:00,,,,592.12,,,HVStrategy,1078,735353.0,Bollinger_Breakout,1078,0.0,Bollinger_Breakdown,1078,0.0,Broker,1078,100026.07999999999,100026.07999999999,BuySell,1078,,39.04,BuySell,1078,,,DataTrades,1078,1.3200000000000003,
1079,10dORHV,1079,2014-05-01 00:00:00,,,,39.11,,,stockpx,1079,2014-05-01 00:00:00,,,,589.97,,,HVStrategy,1079,735354.0,Bollinger_Breakout,1079,0.0,Bollinger_Breakdown,1079,0.0,Broker,1079,100026.07999999999,100026.07999999999,BuySell,1079,,,BuySell,1079,,,DataTrades,1079,,
1080,10dORHV,1080,2014-05-02 00:00:00,,,,38.86,,,stockpx,1080,2014-05-02 00:00:00,,,,592.5,,,HVStrategy,1080,735355.0,Bollinger_Breakout,1080,0.0,Bollinger_Breakdown,1080,0.0,Broker,1080,100026.07999999999,100026.07999999999,BuySell,1080,,,BuySell,1080,,,DataTrades,1080,,
1081,10dORHV,1081,2014-05-05 00:00:00,,,,39.07,,,stockpx,1081,2014-05-05 00:00:00,,,,598.67,,,HVStrategy,1081,735358.0,Bollinger_Breakout,1081,0.0,Bollinger_Breakdown,1081,0.0,Broker,1081,100026.07999999999,100026.07999999999,BuySell,1081,,,BuySell,1081,,,DataTrades,1081,,
1082,10dORHV,1082,2014-05-06 00:00:00,,,,40.21,,,stockpx,1082,2014-05-06 00:00:00,,,,595.73,,,HVStrategy,1082,735359.0,Bollinger_Breakout,1082,0.0,Bollinger_Breakdown,1082,0.0,Broker,1082,100026.07999999999,100026.07999999999,BuySell,1082,,,BuySell,1082,,,DataTrades,1082,,
1083,10dORHV,1083,2014-05-07 00:00:00,,,,39.6,,,stockpx,1083,2014-05-07 00:00:00,,,,590.57,,,HVStrategy,1083,735360.0,Bollinger_Breakout,1083,0.0,Bollinger_Breakdown,1083,0.0,Broker,1083,100026.07999999999,100026.07999999999,BuySell,1083,,,BuySell,1083,,,DataTrades,1083,,
1084,10dORHV,1084,2014-05-08 00:00:00,,,,18.77,,,stockpx,1084,2014-05-08 00:00:00,,,,587.6,,,HVStrategy,1084,735361.0,Bollinger_Breakout,1084,0.0,Bollinger_Breakdown,1084,0.0,Broker,1084,100026.07999999999,100026.07999999999,BuySell,1084,,,BuySell,1084,,,DataTrades,1084,,
1085,10dORHV,1085,2014-05-09 00:00:00,,,,17.95,,,stockpx,1085,2014-05-09 00:00:00,,,,584.7,,,HVStrategy,1085,735362.0,Bollinger_Breakout,1085,0.0,Bollinger_Breakdown,1085,0.0,Broker,1085,100026.07999999999,100026.07999999999,BuySell,1085,,,BuySell,1085,,,DataTrades,1085,,
1086,10dORHV,1086,2014-05-12 00:00:00,,,,13.7,,,stockpx,1086,2014-05-12 00:00:00,,,,593.45,,,HVStrategy,1086,735365.0,Bollinger_Breakout,1086,0.0,Bollinger_Breakdown,1086,0.0,Broker,1086,100026.07999999999,100026.07999999999,BuySell,1086,,,BuySell,1086,,,DataTrades,1086,,
1087,10dORHV,1087,2014-05-13 00:00:00,,,,13.32,,,stockpx,1087,2014-05-13 00:00:00,,,,593.16,,,HVStrategy,1087,735366.0,Bollinger_Breakout,1087,0.0,Bollinger_Breakdown,1087,0.0,Broker,1087,100026.07999999999,100026.07999999999,BuySell,1087,,,BuySell,1087,,,DataTrades,1087,,
1088,10dORHV,1088,2014-05-14 00:00:00,,,,12.68,,,stockpx,1088,2014-05-14 00:00:00,,,,592.46,,,HVStrategy,1088,735367.0,Bollinger_Breakout,1088,0.0,Bollinger_Breakdown,1088,0.0,Broker,1088,100026.07999999999,100026.07999999999,BuySell,1088,,,BuySell,1088,,,DataTrades,1088,,
1089,10dORHV,1089,2014-05-15 00:00:00,,,,12.94,,,stockpx,1089,2014-05-15 00:00:00,,,,590.74,,,HVStrategy,1089,735368.0,Bollinger_Breakout,1089,0.0,Bollinger_Breakdown,1089,0.0,Broker,1089,100026.07999999999,100026.07999999999,BuySell,1089,,,BuySell,1089,,,DataTrades,1089,,
1090,10dORHV,1090,2014-05-16 00:00:00,,,,13.97,,,stockpx,1090,2014-05-16 00:00:00,,,,596.25,,,HVStrategy,1090,735369.0,Bollinger_Breakout,1090,0.0,Bollinger_Breakdown,1090,0.0,Broker,1090,100026.07999999999,100026.07999999999,BuySell,1090,,,BuySell,1090,,,DataTrades,1090,,
1091,10dORHV,1091,2014-05-19 00:00:00,,,,13.26,,,stockpx,1091,2014-05-19 00:00:00,,,,604.93,,,HVStrategy,1091,735372.0,Bollinger_Breakout,1091,0.0,Bollinger_Breakdown,1091,0.0,Broker,1091,100026.07999999999,100026.07999999999,BuySell,1091,,,BuySell,1091,,,DataTrades,1091,,
1092,10dORHV,1092,2014-05-20 00:00:00,,,,12.47,,,stockpx,1092,2014-05-20 00:00:00,,,,603.4,,,HVStrategy,1092,735373.0,Bollinger_Breakout,1092,0.0,Bollinger_Breakdown,1092,0.0,Broker,1092,100026.07999999999,100026.07999999999,BuySell,1092,,,BuySell,1092,,,DataTrades,1092,,
1093,10dORHV,1093,2014-05-21 00:00:00,,,,11.22,,,stockpx,1093,2014-05-21 00:00:00,,,,606.36,,,HVStrategy,1093,735374.0,Bollinger_Breakout,1093,0.0,Bollinger_Breakdown,1093,0.0,Broker,1093,100026.07999999999,100026.07999999999,BuySell,1093,,,BuySell,1093,,,DataTrades,1093,,
1094,10dORHV,1094,2014-05-22 00:00:00,,,,10.98,,,stockpx,1094,2014-05-22 00:00:00,,,,608.15,,,HVStrategy,1094,735375.0,Bollinger_Breakout,1094,0.0,Bollinger_Breakdown,1094,0.0,Broker,1094,100026.07999999999,100026.07999999999,BuySell,1094,,,BuySell,1094,,,DataTrades,1094,,
1095,10dORHV,1095,2014-05-23 00:00:00,,,,11.11,,,stockpx,1095,2014-05-23 00:00:00,,,,614.33,,,HVStrategy,1095,735376.0,Bollinger_Breakout,1095,1.0,Bollinger_Breakdown,1095,0.0,Broker,1095,100026.07999999999,100026.07999999999,BuySell,1095,,,BuySell,1095,,,DataTrades,1095,,
1096,10dORHV,1096,2014-05-27 00:00:00,,,,11.7,,,stockpx,1096,2014-05-27 00:00:00,,,,625.71,,,HVStrategy,1096,735380.0,Bollinger_Breakout,1096,1.0,Bollinger_Breakdown,1096,0.0,Broker,1096,100014.37999999999,100026.07999999999,BuySell,1096,11.7,,BuySell,1096,,,DataTrades,1096,,
1097,10dORHV,1097,2014-05-28 00:00:00,,,,11.91,,,stockpx,1097,2014-05-28 00:00:00,,,,626.58,,,HVStrategy,1097,735381.0,Bollinger_Breakout,1097,1.0,Bollinger_Breakdown,1097,0.0,Broker,1097,100014.37999999999,100026.29,BuySell,1097,,,BuySell,1097,,,DataTrades,1097,,
1098,10dORHV,1098,2014-05-29 00:00:00,,,,12.42,,,stockpx,1098,2014-05-29 00:00:00,,,,635.48,,,HVStrategy,1098,735382.0,Bollinger_Breakout,1098,1.0,Bollinger_Breakdown,1098,0.0,Broker,1098,100014.37999999999,100026.79999999999,BuySell,1098,,,BuySell,1098,,,DataTrades,1098,,
1099,10dORHV,1099,2014-05-30 00:00:00,,,,13.31,,,stockpx,1099,2014-05-30 00:00:00,,,,632.16,,,HVStrategy,1099,735383.0,Bollinger_Breakout,1099,0.0,Bollinger_Breakdown,1099,0.0,Broker,1099,100027.68999999999,100027.68999999999,BuySell,1099,,13.31,BuySell,1099,,,DataTrades,1099,1.6100000000000012,
1100,10dORHV,1100,2014-06-02 00:00:00,,,,13.63,,,stockpx,1100,2014-06-02 00:00:00,,,,626.21,,,HVStrategy,1100,735386.0,Bollinger_Breakout,1100,0.0,Bollinger_Breakdown,1100,0.0,Broker,1100,100027.68999999999,100027.68999999999,BuySell,1100,,,BuySell,1100,,,DataTrades,1100,,
1101,10dORHV,1101,2014-06-03 00:00:00,,,,13.93,,,stockpx,1101,2014-06-03 00:00:00,,,,635.88,,,HVStrategy,1101,735387.0,Bollinger_Breakout,1101,0.0,Bollinger_Breakdown,1101,0.0,Broker,1101,100027.68999999999,100027.68999999999,BuySell,1101,,,BuySell,1101,,,DataTrades,1101,,
1102,10dORHV,1102,2014-06-04 00:00:00,,,,16.0,,,stockpx,1102,2014-06-04 00:00:00,,,,646.17,,,HVStrategy,1102,735388.0,Bollinger_Breakout,1102,0.0,Bollinger_Breakdown,1102,0.0,Broker,1102,100027.68999999999,100027.68999999999,BuySell,1102,,,BuySell,1102,,,DataTrades,1102,,
1103,10dORHV,1103,2014-06-05 00:00:00,,,,16.54,,,stockpx,1103,2014-06-05 00:00:00,,,,646.96,,,HVStrategy,1103,735389.0,Bollinger_Breakout,1103,0.0,Bollinger_Breakdown,1103,0.0,Broker,1103,100027.68999999999,100027.68999999999,BuySell,1103,,,BuySell,1103,,,DataTrades,1103,,
1104,10dORHV,1104,2014-06-06 00:00:00,,,,17.12,,,stockpx,1104,2014-06-06 00:00:00,,,,646.47,,,HVStrategy,1104,735390.0,Bollinger_Breakout,1104,0.0,Bollinger_Breakdown,1104,0.0,Broker,1104,100027.68999999999,100027.68999999999,BuySell,1104,,,BuySell,1104,,,DataTrades,1104,,
1105,10dORHV,1105,2014-06-09 00:00:00,,,,16.43,,,stockpx,1105,2014-06-09 00:00:00,,,,93.73,,,HVStrategy,1105,735393.0,Bollinger_Breakout,1105,0.0,Bollinger_Breakdown,1105,1.0,Broker,1105,100027.68999999999,100027.68999999999,BuySell,1105,,,BuySell,1105,,,DataTrades,1105,,
1106,10dORHV,1106,2014-06-10 00:00:00,,,,16.99,,,stockpx,1106,2014-06-10 00:00:00,,,,94.17,,,HVStrategy,1106,735394.0,Bollinger_Breakout,1106,0.0,Bollinger_Breakdown,1106,1.0,Broker,1106,100027.68999999999,100027.68999999999,BuySell,1106,,,BuySell,1106,,,DataTrades,1106,,
1107,10dORHV,1107,2014-06-11 00:00:00,,,,17.45,,,stockpx,1107,2014-06-11 00:00:00,,,,93.91,,,HVStrategy,1107,735395.0,Bollinger_Breakout,1107,0.0,Bollinger_Breakdown,1107,1.0,Broker,1107,100027.68999999999,100027.68999999999,BuySell,1107,,,BuySell,1107,,,DataTrades,1107,,
1108,10dORHV,1108,2014-06-12 00:00:00,,,,18.56,,,stockpx,1108,2014-06-12 00:00:00,,,,92.17,,,HVStrategy,1108,735396.0,Bollinger_Breakout,1108,0.0,Bollinger_Breakdown,1108,1.0,Broker,1108,100027.68999999999,100027.68999999999,BuySell,1108,,,BuySell,1108,,,DataTrades,1108,,
1109,10dORHV,1109,2014-06-13 00:00:00,,,,18.14,,,stockpx,1109,2014-06-13 00:00:00,,,,90.99,,,HVStrategy,1109,735397.0,Bollinger_Breakout,1109,0.0,Bollinger_Breakdown,1109,0.0,Broker,1109,100027.68999999999,100027.68999999999,BuySell,1109,,,BuySell,1109,,,DataTrades,1109,,
1110,10dORHV,1110,2014-06-16 00:00:00,,,,17.55,,,stockpx,1110,2014-06-16 00:00:00,,,,92.06,,,HVStrategy,1110,735400.0,Bollinger_Breakout,1110,0.0,Bollinger_Breakdown,1110,0.0,Broker,1110,100027.68999999999,100027.68999999999,BuySell,1110,,,BuySell,1110,,,DataTrades,1110,,
1111,10dORHV,1111,2014-06-17 00:00:00,,,,16.78,,,stockpx,1111,2014-06-17 00:00:00,,,,92.19,,,HVStrategy,1111,735401.0,Bollinger_Breakout,1111,0.0,Bollinger_Breakdown,1111,0.0,Broker,1111,100027.68999999999,100027.68999999999,BuySell,1111,,,BuySell,1111,,,DataTrades,1111,,
1112,10dORHV,1112,2014-06-18 00:00:00,,,,15.97,,,stockpx,1112,2014-06-18 00:00:00,,,,91.98,,,HVStrategy,1112,735402.0,Bollinger_Breakout,1112,0.0,Bollinger_Breakdown,1112,0.0,Broker,1112,100027.68999999999,100027.68999999999,BuySell,1112,,,BuySell,1112,,,DataTrades,1112,,
1113,10dORHV,1113,2014-06-19 00:00:00,,,,16.07,,,stockpx,1113,2014-06-19 00:00:00,,,,91.76,,,HVStrategy,1113,735403.0,Bollinger_Breakout,1113,0.0,Bollinger_Breakdown,1113,0.0,Broker,1113,100027.68999999999,100027.68999999999,BuySell,1113,,,BuySell,1113,,,DataTrades,1113,,
1114,10dORHV,1114,2014-06-20 00:00:00,,,,15.7,,,stockpx,1114,2014-06-20 00:00:00,,,,91.65,,,HVStrategy,1114,735404.0,Bollinger_Breakout,1114,0.0,Bollinger_Breakdown,1114,0.0,Broker,1114,100027.68999999999,100027.68999999999,BuySell,1114,,,BuySell,1114,,,DataTrades,1114,,
1115,10dORHV,1115,2014-06-23 00:00:00,,,,13.92,,,stockpx,1115,2014-06-23 00:00:00,,,,90.74,,,HVStrategy,1115,735407.0,Bollinger_Breakout,1115,0.0,Bollinger_Breakdown,1115,0.0,Broker,1115,100027.68999999999,100027.68999999999,BuySell,1115,,,BuySell,1115,,,DataTrades,1115,,
1116,10dORHV,1116,2014-06-24 00:00:00,,,,14.08,,,stockpx,1116,2014-06-24 00:00:00,,,,90.62,,,HVStrategy,1116,735408.0,Bollinger_Breakout,1116,0.0,Bollinger_Breakdown,1116,0.0,Broker,1116,100027.68999999999,100027.68999999999,BuySell,1116,,,BuySell,1116,,,DataTrades,1116,,
1117,10dORHV,1117,2014-06-25 00:00:00,,,,13.94,,,stockpx,1117,2014-06-25 00:00:00,,,,90.44,,,HVStrategy,1117,735409.0,Bollinger_Breakout,1117,0.0,Bollinger_Breakdown,1117,0.0,Broker,1117,100027.68999999999,100027.68999999999,BuySell,1117,,,BuySell,1117,,,DataTrades,1117,,
1118,10dORHV,1118,2014-06-26 00:00:00,,,,11.92,,,stockpx,1118,2014-06-26 00:00:00,,,,90.58,,,HVStrategy,1118,735410.0,Bollinger_Breakout,1118,0.0,Bollinger_Breakdown,1118,0.0,Broker,1118,100027.68999999999,100027.68999999999,BuySell,1118,,,BuySell,1118,,,DataTrades,1118,,
1119,10dORHV,1119,2014-06-27 00:00:00,,,,11.74,,,stockpx,1119,2014-06-27 00:00:00,,,,91.51,,,HVStrategy,1119,735411.0,Bollinger_Breakout,1119,0.0,Bollinger_Breakdown,1119,0.0,Broker,1119,100027.68999999999,100027.68999999999,BuySell,1119,,,BuySell,1119,,,DataTrades,1119,,
1120,10dORHV,1120,2014-06-30 00:00:00,,,,12.74,,,stockpx,1120,2014-06-30 00:00:00,,,,92.97,,,HVStrategy,1120,735414.0,Bollinger_Breakout,1120,0.0,Bollinger_Breakdown,1120,0.0,Broker,1120,100027.68999999999,100027.68999999999,BuySell,1120,,,BuySell,1120,,,DataTrades,1120,,
1121,10dORHV,1121,2014-07-01 00:00:00,,,,13.0,,,stockpx,1121,2014-07-01 00:00:00,,,,93.72,,,HVStrategy,1121,735415.0,Bollinger_Breakout,1121,0.0,Bollinger_Breakdown,1121,0.0,Broker,1121,100027.68999999999,100027.68999999999,BuySell,1121,,,BuySell,1121,,,DataTrades,1121,,
1122,10dORHV,1122,2014-07-02 00:00:00,,,,13.36,,,stockpx,1122,2014-07-02 00:00:00,,,,93.24,,,HVStrategy,1122,735416.0,Bollinger_Breakout,1122,0.0,Bollinger_Breakdown,1122,0.0,Broker,1122,100027.68999999999,100027.68999999999,BuySell,1122,,,BuySell,1122,,,DataTrades,1122,,
1123,10dORHV,1123,2014-07-03 00:00:00,,,,13.33,,,stockpx,1123,2014-07-03 00:00:00,,,,94.02,,,HVStrategy,1123,735417.0,Bollinger_Breakout,1123,0.0,Bollinger_Breakdown,1123,0.0,Broker,1123,100027.68999999999,100027.68999999999,BuySell,1123,,,BuySell,1123,,,DataTrades,1123,,
1124,10dORHV,1124,2014-07-07 00:00:00,,,,14.15,,,stockpx,1124,2014-07-07 00:00:00,,,,95.7,,,HVStrategy,1124,735421.0,Bollinger_Breakout,1124,1.0,Bollinger_Breakdown,1124,0.0,Broker,1124,100027.68999999999,100027.68999999999,BuySell,1124,,,BuySell,1124,,,DataTrades,1124,,
1125,10dORHV,1125,2014-07-08 00:00:00,,,,15.55,,,stockpx,1125,2014-07-08 00:00:00,,,,95.12,,,HVStrategy,1125,735422.0,Bollinger_Breakout,1125,0.0,Bollinger_Breakdown,1125,0.0,Broker,1125,100012.13999999998,100027.68999999999,BuySell,1125,15.55,,BuySell,1125,,,DataTrades,1125,,
1126,10dORHV,1126,2014-07-09 00:00:00,,,,14.97,,,stockpx,1126,2014-07-09 00:00:00,,,,95.49,,,HVStrategy,1126,735423.0,Bollinger_Breakout,1126,0.0,Bollinger_Breakdown,1126,0.0,Broker,1126,100012.13999999998,100027.10999999999,BuySell,1126,,,BuySell,1126,,,DataTrades,1126,,
1127,10dORHV,1127,2014-07-10 00:00:00,,,,18.51,,,stockpx,1127,2014-07-10 00:00:00,,,,95.09,,,HVStrategy,1127,735424.0,Bollinger_Breakout,1127,0.0,Bollinger_Breakdown,1127,0.0,Broker,1127,100012.13999999998,100030.64999999998,BuySell,1127,,,BuySell,1127,,,DataTrades,1127,,
1128,10dORHV,1128,2014-07-11 00:00:00,,,,18.46,,,stockpx,1128,2014-07-11 00:00:00,,,,95.01,,,HVStrategy,1128,735425.0,Bollinger_Breakout,1128,0.0,Bollinger_Breakdown,1128,0.0,Broker,1128,100030.59999999999,100030.59999999999,BuySell,1128,,18.46,BuySell,1128,,,DataTrades,1128,2.91,
1129,10dORHV,1129,2014-07-14 00:00:00,,,,19.23,,,stockpx,1129,2014-07-14 00:00:00,,,,96.44,,,HVStrategy,1129,735428.0,Bollinger_Breakout,1129,0.0,Bollinger_Breakdown,1129,0.0,Broker,1129,100030.59999999999,100030.59999999999,BuySell,1129,,,BuySell,1129,,,DataTrades,1129,,
1130,10dORHV,1130,2014-07-15 00:00:00,,,,19.45,,,stockpx,1130,2014-07-15 00:00:00,,,,95.44,,,HVStrategy,1130,735429.0,Bollinger_Breakout,1130,0.0,Bollinger_Breakdown,1130,0.0,Broker,1130,100030.59999999999,100030.59999999999,BuySell,1130,,,BuySell,1130,,,DataTrades,1130,,
1131,10dORHV,1131,2014-07-16 00:00:00,,,,23.47,,,stockpx,1131,2014-07-16 00:00:00,,,,95.67,,,HVStrategy,1131,735430.0,Bollinger_Breakout,1131,0.0,Bollinger_Breakdown,1131,0.0,Broker,1131,100030.59999999999,100030.59999999999,BuySell,1131,,,BuySell,1131,,,DataTrades,1131,,
1132,10dORHV,1132,2014-07-17 00:00:00,,,,24.95,,,stockpx,1132,2014-07-17 00:00:00,,,,93.31,,,HVStrategy,1132,735431.0,Bollinger_Breakout,1132,0.0,Bollinger_Breakdown,1132,0.0,Broker,1132,100030.59999999999,100030.59999999999,BuySell,1132,,,BuySell,1132,,,DataTrades,1132,,
1133,10dORHV,1133,2014-07-18 00:00:00,,,,25.38,,,stockpx,1133,2014-07-18 00:00:00,,,,94.34,,,HVStrategy,1133,735432.0,Bollinger_Breakout,1133,0.0,Bollinger_Breakdown,1133,0.0,Broker,1133,100030.59999999999,100030.59999999999,BuySell,1133,,,BuySell,1133,,,DataTrades,1133,,
1134,10dORHV,1134,2014-07-21 00:00:00,,,,25.16,,,stockpx,1134,2014-07-21 00:00:00,,,,94.05,,,HVStrategy,1134,735435.0,Bollinger_Breakout,1134,0.0,Bollinger_Breakdown,1134,0.0,Broker,1134,100030.59999999999,100030.59999999999,BuySell,1134,,,BuySell,1134,,,DataTrades,1134,,
1135,10dORHV,1135,2014-07-22 00:00:00,,,,24.19,,,stockpx,1135,2014-07-22 00:00:00,,,,94.63,,,HVStrategy,1135,735436.0,Bollinger_Breakout,1135,0.0,Bollinger_Breakdown,1135,0.0,Broker,1135,100030.59999999999,100030.59999999999,BuySell,1135,,,BuySell,1135,,,DataTrades,1135,,
1136,10dORHV,1136,2014-07-23 00:00:00,,,,25.01,,,stockpx,1136,2014-07-23 00:00:00,,,,97.22,,,HVStrategy,1136,735437.0,Bollinger_Breakout,1136,0.0,Bollinger_Breakdown,1136,0.0,Broker,1136,100030.59999999999,100030.59999999999,BuySell,1136,,,BuySell,1136,,,DataTrades,1136,,
1137,10dORHV,1137,2014-07-24 00:00:00,,,,21.89,,,stockpx,1137,2014-07-24 00:00:00,,,,97.01,,,HVStrategy,1137,735438.0,Bollinger_Breakout,1137,0.0,Bollinger_Breakdown,1137,0.0,Broker,1137,100030.59999999999,100030.59999999999,BuySell,1137,,,BuySell,1137,,,DataTrades,1137,,
1138,10dORHV,1138,2014-07-25 00:00:00,,,,22.18,,,stockpx,1138,2014-07-25 00:00:00,,,,97.35,,,HVStrategy,1138,735439.0,Bollinger_Breakout,1138,0.0,Bollinger_Breakdown,1138,0.0,Broker,1138,100030.59999999999,100030.59999999999,BuySell,1138,,,BuySell,1138,,,DataTrades,1138,,
1139,10dORHV,1139,2014-07-28 00:00:00,,,,22.47,,,stockpx,1139,2014-07-28 00:00:00,,,,99.01,,,HVStrategy,1139,735442.0,Bollinger_Breakout,1139,1.0,Bollinger_Breakdown,1139,0.0,Broker,1139,100030.59999999999,100030.59999999999,BuySell,1139,,,BuySell,1139,,,DataTrades,1139,,
1140,10dORHV,1140,2014-07-29 00:00:00,,,,22.13,,,stockpx,1140,2014-07-29 00:00:00,,,,98.6,,,HVStrategy,1140,735443.0,Bollinger_Breakout,1140,0.0,Bollinger_Breakdown,1140,0.0,Broker,1140,100008.46999999999,100030.59999999999,BuySell,1140,22.13,,BuySell,1140,,,DataTrades,1140,,
1141,10dORHV,1141,2014-07-30 00:00:00,,,,17.81,,,stockpx,1141,2014-07-30 00:00:00,,,,98.38,,,HVStrategy,1141,735444.0,Bollinger_Breakout,1141,0.0,Bollinger_Breakdown,1141,0.0,Broker,1141,100008.46999999999,100026.27999999998,BuySell,1141,,,BuySell,1141,,,DataTrades,1141,,
1142,10dORHV,1142,2014-07-31 00:00:00,,,,16.57,,,stockpx,1142,2014-07-31 00:00:00,,,,95.42,,,HVStrategy,1142,735445.0,Bollinger_Breakout,1142,0.0,Bollinger_Breakdown,1142,0.0,Broker,1142,100008.46999999999,100025.04,BuySell,1142,,,BuySell,1142,,,DataTrades,1142,,
1143,10dORHV,1143,2014-08-01 00:00:00,,,,16.78,,,stockpx,1143,2014-08-01 00:00:00,,,,96.08,,,HVStrategy,1143,735446.0,Bollinger_Breakout,1143,0.0,Bollinger_Breakdown,1143,0.0,Broker,1143,100025.24999999999,100025.24999999999,BuySell,1143,,16.78,BuySell,1143,,,DataTrades,1143,-5.349999999999998,
1144,10dORHV,1144,2014-08-04 00:00:00,,,,16.35,,,stockpx,1144,2014-08-04 00:00:00,,,,95.49,,,HVStrategy,1144,735449.0,Bollinger_Breakout,1144,0.0,Bollinger_Breakdown,1144,0.0,Broker,1144,100025.24999999999,100025.24999999999,BuySell,1144,,,BuySell,1144,,,DataTrades,1144,,
1145,10dORHV,1145,2014-08-05 00:00:00,,,,16.41,,,stockpx,1145,2014-08-05 00:00:00,,,,94.81,,,HVStrategy,1145,735450.0,Bollinger_Breakout,1145,0.0,Bollinger_Breakdown,1145,0.0,Broker,1145,100025.24999999999,100025.24999999999,BuySell,1145,,,BuySell,1145,,,DataTrades,1145,,
