Id,XLB,len,datetime,open,high,low,close,volume,openinterest,XLE,len,datetime,open,high,low,close,volume,openinterest,XLF,len,datetime,open,high,low,close,volume,openinterest,XLI,len,datetime,open,high,low,close,volume,openinterest,XLK,len,datetime,open,high,low,close,volume,openinterest,XLP,len,datetime,open,high,low,close,volume,openinterest,XLU,len,datetime,open,high,low,close,volume,openinterest,XLV,len,datetime,open,high,low,close,volume,openinterest,XLY,len,datetime,open,high,low,close,volume,openinterest,BackTradingStrategy,len,datetime,SimpleMovingAverage,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
1042,XLB,1042,2017-03-30 23:59:59.999989,52.38,52.7,52.36,51.64,2947244.76,0.0,XLE,1042,2017-03-30 23:59:59.999989,70.6,70.77,69.96,68.3,15494918.14,0.0,XLF,1042,2017-03-30 23:59:59.999989,23.64,23.99,23.61,23.63,91405853.65,0.0,XLI,1042,2017-03-30 23:59:59.999989,64.94,65.41,64.9,64.38,12650635.36,0.0,XLK,1042,2017-03-30 23:59:59.999989,53.27,53.48,53.23,52.81,8655757.46,0.0,XLP,1042,2017-03-30 23:59:59.999989,54.8,54.9,54.69,53.58,5285087.17,0.0,XLU,1042,2017-03-30 23:59:59.999989,51.43,51.43,50.97,49.85,19225354.22,0.0,XLV,1042,2017-03-30 23:59:59.999989,74.47,74.72,74.27,73.71,7054893.02,0.0,XLY,1042,2017-03-30 23:59:59.999989,87.55,87.95,87.47,87.07,4636125.7,0.0,BackTradingStrategy,1042,736418.9999999999,SimpleMovingAverage,1042,49.09375,Broker,1042,100062.98999999996,100026.66999999995,BuySell,1042,,,BuySell,1042,,,BuySell,1042,,,BuySell,1042,,,BuySell,1042,,,BuySell,1042,,,BuySell,1042,,,BuySell,1042,,,BuySell,1042,,,DataTrades,1042,,,,,,,,,
1043,XLB,1043,2017-03-31 23:59:59.999989,52.46,52.7,52.36,51.63,3657653.08,0.0,XLE,1043,2017-03-31 23:59:59.999989,69.91,70.34,69.58,68.07,19340237.33,0.0,XLF,1043,2017-03-31 23:59:59.999989,23.84,23.91,23.73,23.43,69655907.58,0.0,XLI,1043,2017-03-31 23:59:59.999989,65.16,65.38,65.06,64.11,7623195.62,0.0,XLK,1043,2017-03-31 23:59:59.999989,53.36,53.49,53.25,52.71,6034865.68,0.0,XLP,1043,2017-03-31 23:59:59.999989,54.67,54.81,54.58,53.43,4661734.94,0.0,XLU,1043,2017-03-31 23:59:59.999989,51.17,51.56,51.13,50.05,9744739.48,0.0,XLV,1043,2017-03-31 23:59:59.999989,74.39,74.56,74.28,73.5,5827250.18,0.0,XLY,1043,2017-03-31 23:59:59.999989,87.8,88.17,87.77,87.08,2355685.71,0.0,BackTradingStrategy,1043,736419.9999999999,SimpleMovingAverage,1043,49.137109375,Broker,1043,100062.98999999996,100026.25999999997,BuySell,1043,,,BuySell,1043,,,BuySell,1043,,,BuySell,1043,,,BuySell,1043,,,BuySell,1043,,,BuySell,1043,,,BuySell,1043,,,BuySell,1043,,,DataTrades,1043,,,,,,,,,
1044,XLB,1044,2017-04-03 23:59:59.999989,52.43,52.64,51.79,51.44,4448550.47,0.0,XLE,1044,2017-04-03 23:59:59.999989,70.01,70.06,69.08,67.95,12788811.92,0.0,XLF,1044,2017-04-03 23:59:59.999989,23.77,23.83,23.4,23.38,92317379.16,0.0,XLI,1044,2017-04-03 23:59:59.999989,65.09,65.3,64.51,63.97,10321926.16,0.0,XLK,1044,2017-04-03 23:59:59.999989,53.36,53.44,52.94,52.66,12871511.19,0.0,XLP,1044,2017-04-03 23:59:59.999989,54.66,54.72,54.4,53.34,10441354.07,0.0,XLU,1044,2017-04-03 23:59:59.999989,51.31,51.31,50.83,50.04,15094348.97,0.0,XLV,1044,2017-04-03 23:59:59.999989,74.44,74.79,74.13,73.56,12211979.37,0.0,XLY,1044,2017-04-03 23:59:59.999989,87.96,88.01,87.1,86.73,6094903.31,0.0,BackTradingStrategy,1044,736422.9999999999,SimpleMovingAverage,1044,49.17484375,Broker,1044,100062.98999999996,100026.05999999997,BuySell,1044,,,BuySell,1044,,,BuySell,1044,,,BuySell,1044,,,BuySell,1044,,,BuySell,1044,,,BuySell,1044,,,BuySell,1044,,,BuySell,1044,,,DataTrades,1044,,,,,,,,,
1045,XLB,1045,2017-04-04 23:59:59.999989,52.17,52.42,52.03,51.62,3214916.16,0.0,XLE,1045,2017-04-04 23:59:59.999989,69.93,70.35,69.26,68.45,12633691.01,0.0,XLF,1045,2017-04-04 23:59:59.999989,23.58,23.7,23.54,23.35,104469930.68,0.0,XLI,1045,2017-04-04 23:59:59.999989,64.91,65.09,64.77,64.14,9104851.9,0.0,XLK,1045,2017-04-04 23:59:59.999989,53.04,53.3,53.02,52.7,7436227.69,0.0,XLP,1045,2017-04-04 23:59:59.999989,54.53,54.66,54.43,53.5,5172417.97,0.0,XLU,1045,2017-04-04 23:59:59.999989,51.25,51.65,51.15,50.19,9884508.21,0.0,XLV,1045,2017-04-04 23:59:59.999989,74.4,74.48,74.17,73.52,5168157.93,0.0,XLY,1045,2017-04-04 23:59:59.999989,87.35,87.59,87.27,86.59,4281481.0,0.0,BackTradingStrategy,1045,736423.9999999999,SimpleMovingAverage,1045,49.216796875,Broker,1045,100062.98999999996,100025.96999999996,BuySell,1045,,,BuySell,1045,,,BuySell,1045,,,BuySell,1045,,,BuySell,1045,,,BuySell,1045,,,BuySell,1045,,,BuySell,1045,,,BuySell,1045,,,DataTrades,1045,,,,,,,,,
1046,XLB,1046,2017-04-05 23:59:59.999989,52.56,52.99,52.31,51.58,4930693.85,0.0,XLE,1046,2017-04-05 23:59:59.999989,70.88,71.49,69.97,68.23,22137392.49,0.0,XLF,1046,2017-04-05 23:59:59.999989,23.87,23.96,23.47,23.18,103339590.89,0.0,XLI,1046,2017-04-05 23:59:59.999989,65.32,65.88,64.79,63.93,11255892.71,0.0,XLK,1046,2017-04-05 23:59:59.999989,53.35,53.71,53.03,52.48,10360073.57,0.0,XLP,1046,2017-04-05 23:59:59.999989,54.66,54.9,54.48,53.4,7114620.64,0.0,XLU,1046,2017-04-05 23:59:59.999989,51.4,51.8,51.29,50.47,12337712.92,0.0,XLV,1046,2017-04-05 23:59:59.999989,74.48,74.92,74.1,73.29,6395305.91,0.0,XLY,1046,2017-04-05 23:59:59.999989,87.79,88.26,87.13,86.38,4307717.93,0.0,BackTradingStrategy,1046,736424.9999999999,SimpleMovingAverage,1046,49.25578125,Broker,1046,100062.98999999996,100025.41999999995,BuySell,1046,,,BuySell,1046,,,BuySell,1046,,,BuySell,1046,,,BuySell,1046,,,BuySell,1046,,,BuySell,1046,,,BuySell,1046,,,BuySell,1046,,,DataTrades,1046,,,,,,,,,
1047,XLB,1047,2017-04-06 23:59:59.999989,52.41,52.84,52.24,51.86,3036304.49,0.0,XLE,1047,2017-04-06 23:59:59.999989,70.35,70.83,70.16,68.78,12780438.16,0.0,XLF,1047,2017-04-06 23:59:59.999989,23.45,23.72,23.33,23.32,79789384.95,0.0,XLI,1047,2017-04-06 23:59:59.999989,64.92,65.36,64.8,64.11,7522290.1,0.0,XLK,1047,2017-04-06 23:59:59.999989,53.14,53.25,52.96,52.49,6857113.89,0.0,XLP,1047,2017-04-06 23:59:59.999989,54.6,54.77,54.51,53.4,4954127.64,0.0,XLU,1047,2017-04-06 23:59:59.999989,51.69,51.71,51.42,50.35,9157383.17,0.0,XLV,1047,2017-04-06 23:59:59.999989,74.17,74.42,73.95,73.42,5192572.61,0.0,XLY,1047,2017-04-06 23:59:59.999989,87.3,87.8,87.27,86.65,2884980.24,0.0,BackTradingStrategy,1047,736425.9999999999,SimpleMovingAverage,1047,49.297421875,Broker,1047,100062.98999999996,100025.73999999996,BuySell,1047,,,BuySell,1047,,,BuySell,1047,,,BuySell,1047,,,BuySell,1047,,,BuySell,1047,,,BuySell,1047,,,BuySell,1047,,,BuySell,1047,,,DataTrades,1047,,,,,,,,,
1048,XLB,1048,2017-04-07 23:59:59.999989,52.49,52.77,52.43,51.81,2493375.3,0.0,XLE,1048,2017-04-07 23:59:59.999989,70.67,70.86,70.25,68.51,12250315.84,0.0,XLF,1048,2017-04-07 23:59:59.999989,23.44,23.68,23.4,23.23,60754588.36,0.0,XLI,1048,2017-04-07 23:59:59.999989,65.09,65.4,65.0,64.18,7412909.23,0.0,XLK,1048,2017-04-07 23:59:59.999989,53.01,53.2,52.87,52.46,6396651.07,0.0,XLP,1048,2017-04-07 23:59:59.999989,54.6,54.85,54.58,53.54,7468780.23,0.0,XLU,1048,2017-04-07 23:59:59.999989,51.82,51.89,51.36,50.13,19427056.58,0.0,XLV,1048,2017-04-07 23:59:59.999989,74.33,74.6,74.13,73.55,5573023.82,0.0,XLY,1048,2017-04-07 23:59:59.999989,87.3,87.56,87.14,86.39,3869510.68,0.0,BackTradingStrategy,1048,736426.9999999999,SimpleMovingAverage,1048,49.343671875,Broker,1048,100062.98999999996,100025.63999999996,BuySell,1048,,,BuySell,1048,,,BuySell,1048,,,BuySell,1048,,,BuySell,1048,,,BuySell,1048,,,BuySell,1048,,,BuySell,1048,,,BuySell,1048,,,DataTrades,1048,,,,,,,,,
1049,XLB,1049,2017-04-10 23:59:59.999989,52.59,52.75,52.4,51.82,3410177.67,0.0,XLE,1049,2017-04-10 23:59:59.999989,70.75,71.21,70.6,69.03,10537066.83,0.0,XLF,1049,2017-04-10 23:59:59.999989,23.52,23.67,23.38,23.17,59671630.9,0.0,XLI,1049,2017-04-10 23:59:59.999989,65.17,65.67,65.15,64.34,6238503.87,0.0,XLK,1049,2017-04-10 23:59:59.999989,53.09,53.22,52.85,52.36,4789133.0,0.0,XLP,1049,2017-04-10 23:59:59.999989,54.72,54.95,54.62,53.7,5149512.64,0.0,XLU,1049,2017-04-10 23:59:59.999989,51.43,51.55,51.14,50.22,8275664.44,0.0,XLV,1049,2017-04-10 23:59:59.999989,74.39,74.64,74.2,73.41,4477633.82,0.0,XLY,1049,2017-04-10 23:59:59.999989,87.29,87.88,87.26,86.71,2374299.26,0.0,BackTradingStrategy,1049,736429.9999999999,SimpleMovingAverage,1049,49.3875,Broker,1049,100062.98999999996,100025.52999999996,BuySell,1049,,,BuySell,1049,,,BuySell,1049,,,BuySell,1049,,,BuySell,1049,,,BuySell,1049,,,BuySell,1049,,,BuySell,1049,,,BuySell,1049,,,DataTrades,1049,,,,,,,,,
1050,XLB,1050,2017-04-11 23:59:59.999989,52.44,52.56,52.16,51.68,3857643.66,0.0,XLE,1050,2017-04-11 23:59:59.999989,71.0,71.03,70.14,69.04,13527123.61,0.0,XLF,1050,2017-04-11 23:59:59.999989,23.34,23.43,23.15,23.1,82750897.55,0.0,XLI,1050,2017-04-11 23:59:59.999989,65.18,65.4,64.77,64.43,10024430.89,0.0,XLK,1050,2017-04-11 23:59:59.999989,52.87,52.95,52.33,52.17,8361998.98,0.0,XLP,1050,2017-04-11 23:59:59.999989,54.87,54.93,54.69,53.72,6191533.32,0.0,XLU,1050,2017-04-11 23:59:59.999989,51.52,51.57,51.13,50.2,9601558.36,0.0,XLV,1050,2017-04-11 23:59:59.999989,74.15,74.34,73.76,73.31,5409337.79,0.0,XLY,1050,2017-04-11 23:59:59.999989,87.55,87.69,86.88,86.64,5414820.04,0.0,BackTradingStrategy,1050,736430.9999999999,SimpleMovingAverage,1050,49.427265625,Broker,1050,100062.98999999996,100025.45999999996,BuySell,1050,,,BuySell,1050,,,BuySell,1050,,,BuySell,1050,,,BuySell,1050,,,BuySell,1050,,,BuySell,1050,,,BuySell,1050,,,BuySell,1050,,,DataTrades,1050,,,,,,,,,
1051,XLB,1051,2017-04-12 23:59:59.999989,52.39,52.48,51.78,51.04,3832127.58,0.0,XLE,1051,2017-04-12 23:59:59.999989,70.97,71.42,70.38,68.75,11153169.79,0.0,XLF,1051,2017-04-12 23:59:59.999989,23.36,23.38,23.14,22.91,73095249.36,0.0,XLI,1051,2017-04-12 23:59:59.999989,65.32,65.44,64.44,63.54,11116852.57,0.0,XLK,1051,2017-04-12 23:59:59.999989,52.71,52.77,52.48,51.99,8586544.7,0.0,XLP,1051,2017-04-12 23:59:59.999989,54.84,55.12,54.81,53.93,7221612.18,0.0,XLU,1051,2017-04-12 23:59:59.999989,51.4,51.88,51.24,50.57,10261675.91,0.0,XLV,1051,2017-04-12 23:59:59.999989,74.09,74.29,73.87,73.31,3738478.49,0.0,XLY,1051,2017-04-12 23:59:59.999989,87.44,87.55,87.09,86.29,2437168.93,0.0,BackTradingStrategy,1051,736431.9999999999,SimpleMovingAverage,1051,49.468828125,Broker,1051,100062.98999999996,100023.61999999997,BuySell,1051,,,BuySell,1051,,,BuySell,1051,,,BuySell,1051,,,BuySell,1051,,,BuySell,1051,,,BuySell,1051,,,BuySell,1051,,,BuySell,1051,,,DataTrades,1051,,,,,,,,,
1052,XLB,1052,2017-04-13 23:59:59.999989,51.71,51.81,51.27,50.55,4131324.64,0.0,XLE,1052,2017-04-13 23:59:59.999989,70.54,70.59,69.15,67.49,17192881.15,0.0,XLF,1052,2017-04-13 23:59:59.999989,23.11,23.37,22.9,22.61,118653310.44,0.0,XLI,1052,2017-04-13 23:59:59.999989,64.43,64.64,64.02,63.09,9970628.13,0.0,XLK,1052,2017-04-13 23:59:59.999989,52.52,52.87,52.37,51.78,9656773.02,0.0,XLP,1052,2017-04-13 23:59:59.999989,55.05,55.1,54.82,53.68,6577213.53,0.0,XLU,1052,2017-04-13 23:59:59.999989,51.91,51.92,51.45,50.41,10588516.67,0.0,XLV,1052,2017-04-13 23:59:59.999989,74.08,74.33,73.98,73.12,6593983.42,0.0,XLY,1052,2017-04-13 23:59:59.999989,87.03,87.33,86.55,85.69,4642264.08,0.0,BackTradingStrategy,1052,736432.9999999999,SimpleMovingAverage,1052,49.504453125,Broker,1052,100062.98999999996,100023.25999999997,BuySell,1052,,,BuySell,1052,,,BuySell,1052,,,BuySell,1052,,,BuySell,1052,,,BuySell,1052,,,BuySell,1052,,,BuySell,1052,,,BuySell,1052,,,DataTrades,1052,,,,,,,,,
1053,XLB,1053,2017-04-17 23:59:59.999989,51.45,51.7,51.35,50.91,3793902.44,0.0,XLE,1053,2017-04-17 23:59:59.999989,69.29,69.53,69.12,67.64,7802038.01,0.0,XLF,1053,2017-04-17 23:59:59.999989,22.96,23.31,22.89,23.01,85594812.94,0.0,XLI,1053,2017-04-17 23:59:59.999989,64.22,64.75,64.14,63.78,8723202.42,0.0,XLK,1053,2017-04-17 23:59:59.999989,52.53,52.87,52.53,52.26,6986541.79,0.0,XLP,1053,2017-04-17 23:59:59.999989,54.93,55.23,54.92,54.06,10362260.6,0.0,XLU,1053,2017-04-17 23:59:59.999989,51.8,51.93,51.66,50.63,7093342.95,0.0,XLV,1053,2017-04-17 23:59:59.999989,73.89,74.27,73.83,73.39,6078807.82,0.0,XLY,1053,2017-04-17 23:59:59.999989,86.77,87.44,86.77,86.57,3443085.06,0.0,BackTradingStrategy,1053,736436.9999999999,SimpleMovingAverage,1053,49.547734375,Broker,1053,100062.98999999996,100023.95999999996,BuySell,1053,,,BuySell,1053,,,BuySell,1053,,,BuySell,1053,,,BuySell,1053,,,BuySell,1053,,,BuySell,1053,,,BuySell,1053,,,BuySell,1053,,,DataTrades,1053,,,,,,,,,
1054,XLB,1054,2017-04-18 23:59:59.999989,51.45,51.78,51.39,50.85,2499286.35,0.0,XLE,1054,2017-04-18 23:59:59.999989,69.15,69.61,68.67,67.01,14363397.97,0.0,XLF,1054,2017-04-18 23:59:59.999989,23.14,23.25,22.94,22.79,73951787.71,0.0,XLI,1054,2017-04-18 23:59:59.999989,64.4,64.77,64.24,63.57,7393300.06,0.0,XLK,1054,2017-04-18 23:59:59.999989,52.71,52.94,52.63,52.25,6173389.51,0.0,XLP,1054,2017-04-18 23:59:59.999989,55.16,55.64,55.06,54.31,10851408.53,0.0,XLU,1054,2017-04-18 23:59:59.999989,51.99,52.14,51.83,50.75,14344888.45,0.0,XLV,1054,2017-04-18 23:59:59.999989,73.84,73.84,73.16,72.59,7432575.95,0.0,XLY,1054,2017-04-18 23:59:59.999989,87.23,87.59,87.01,86.58,2528849.95,0.0,BackTradingStrategy,1054,736437.9999999999,SimpleMovingAverage,1054,49.59125,Broker,1054,100062.98999999996,100023.94999999997,BuySell,1054,,,BuySell,1054,,,BuySell,1054,,,BuySell,1054,,,BuySell,1054,,,BuySell,1054,,,BuySell,1054,,,BuySell,1054,,,BuySell,1054,,,DataTrades,1054,,,,,,,,,
1055,XLB,1055,2017-04-19 23:59:59.999989,51.8,51.95,51.6,50.92,3083789.71,0.0,XLE,1055,2017-04-19 23:59:59.999989,68.98,69.11,67.62,66.02,17649968.11,0.0,XLF,1055,2017-04-19 23:59:59.999989,23.23,23.32,22.98,22.72,54887161.78,0.0,XLI,1055,2017-04-19 23:59:59.999989,64.74,64.97,64.45,63.63,9317304.46,0.0,XLK,1055,2017-04-19 23:59:59.999989,52.92,53.11,52.7,52.21,7178854.85,0.0,XLP,1055,2017-04-19 23:59:59.999989,55.55,55.59,55.19,54.1,7101405.08,0.0,XLU,1055,2017-04-19 23:59:59.999989,51.97,51.99,51.49,50.4,12208477.86,0.0,XLV,1055,2017-04-19 23:59:59.999989,73.68,73.87,73.53,72.81,4965033.49,0.0,XLY,1055,2017-04-19 23:59:59.999989,87.74,88.09,87.46,86.66,3699415.85,0.0,BackTradingStrategy,1055,736438.9999999999,SimpleMovingAverage,1055,49.637109375,Broker,1055,100062.98999999996,100024.23999999996,BuySell,1055,,,BuySell,1055,,,BuySell,1055,,,BuySell,1055,,,BuySell,1055,,,BuySell,1055,,,BuySell,1055,,,BuySell,1055,,,BuySell,1055,,,DataTrades,1055,,,,,,,,,
1056,XLB,1056,2017-04-20 23:59:59.999989,51.92,52.47,51.88,51.49,4009064.41,0.0,XLE,1056,2017-04-20 23:59:59.999989,68.0,68.63,67.93,66.34,15809543.99,0.0,XLF,1056,2017-04-20 23:59:59.999989,23.18,23.45,23.09,23.11,84646052.31,0.0,XLI,1056,2017-04-20 23:59:59.999989,64.91,65.57,64.88,64.4,9353960.63,0.0,XLK,1056,2017-04-20 23:59:59.999989,52.94,53.37,52.86,52.68,7496640.05,0.0,XLP,1056,2017-04-20 23:59:59.999989,55.08,55.25,54.97,54.0,9532559.09,0.0,XLU,1056,2017-04-20 23:59:59.999989,51.61,51.61,51.1,50.2,13149985.8,0.0,XLV,1056,2017-04-20 23:59:59.999989,73.81,74.27,73.47,73.26,7222828.42,0.0,XLY,1056,2017-04-20 23:59:59.999989,87.9,88.62,87.87,87.57,4342667.62,0.0,BackTradingStrategy,1056,736439.9999999999,SimpleMovingAverage,1056,49.686328125,Broker,1056,100062.98999999996,100025.71999999996,BuySell,1056,,,BuySell,1056,,,BuySell,1056,,,BuySell,1056,,,BuySell,1056,,,BuySell,1056,,,BuySell,1056,,,BuySell,1056,,,BuySell,1056,,,DataTrades,1056,,,,,,,,,
1057,XLB,1057,2017-04-21 23:59:59.999989,52.22,52.34,52.06,51.43,3538348.75,0.0,XLE,1057,2017-04-21 23:59:59.999989,67.84,68.13,67.45,66.01,13745833.6,0.0,XLF,1057,2017-04-21 23:59:59.999989,23.34,23.43,23.15,22.87,93488711.08,0.0,XLI,1057,2017-04-21 23:59:59.999989,65.37,65.61,65.22,64.46,10062369.46,0.0,XLK,1057,2017-04-21 23:59:59.999989,53.3,53.31,53.07,52.57,7530851.4,0.0,XLP,1057,2017-04-21 23:59:59.999989,55.13,55.17,54.97,53.84,8257564.55,0.0,XLU,1057,2017-04-21 23:59:59.999989,51.4,51.95,51.4,50.45,12931895.98,0.0,XLV,1057,2017-04-21 23:59:59.999989,73.99,74.06,73.51,72.83,6684820.71,0.0,XLY,1057,2017-04-21 23:59:59.999989,88.33,88.42,88.03,87.37,3814165.42,0.0,BackTradingStrategy,1057,736440.9999999999,SimpleMovingAverage,1057,49.734765625,Broker,1057,100024.47999999995,100024.47999999995,BuySell,1057,,,BuySell,1057,,,BuySell,1057,,23.34,BuySell,1057,,65.37,BuySell,1057,,53.3,BuySell,1057,55.13,,BuySell,1057,51.4,,BuySell,1057,73.99,,BuySell,1057,,,DataTrades,1057,,,-0.14999999999999858,0.5100000000000051,0.4399999999999977,-0.25,0.45000000000000284,0.4000000000000057,
1058,XLB,1058,2017-04-24 23:59:59.999989,52.77,52.94,52.68,52.02,5484262.91,0.0,XLE,1058,2017-04-24 23:59:59.999989,68.29,68.47,67.98,66.4,13000510.5,0.0,XLF,1058,2017-04-24 23:59:59.999989,23.69,23.81,23.59,23.38,97532684.88,0.0,XLI,1058,2017-04-24 23:59:59.999989,66.31,66.43,66.1,65.37,10345081.15,0.0,XLK,1058,2017-04-24 23:59:59.999989,53.75,53.84,53.63,53.2,8013858.22,0.0,XLP,1058,2017-04-24 23:59:59.999989,55.16,55.59,55.16,54.33,9624084.79,0.0,XLU,1058,2017-04-24 23:59:59.999989,51.78,52.06,51.43,50.72,17660401.88,0.0,XLV,1058,2017-04-24 23:59:59.999989,74.39,74.59,74.31,73.55,5386999.37,0.0,XLY,1058,2017-04-24 23:59:59.999989,89.18,89.21,88.72,87.94,4200889.3,0.0,BackTradingStrategy,1058,736443.9999999999,SimpleMovingAverage,1058,49.784609375,Broker,1058,100078.56999999995,100026.23999999995,BuySell,1058,,,BuySell,1058,,68.29,BuySell,1058,23.69,,BuySell,1058,66.31,,BuySell,1058,53.75,,BuySell,1058,,55.16,BuySell,1058,,,BuySell,1058,,74.39,BuySell,1058,,,DataTrades,1058,,,,,,,,,
1059,XLB,1059,2017-04-25 23:59:59.999989,53.26,53.72,53.23,52.85,7824542.42,0.0,XLE,1059,2017-04-25 23:59:59.999989,68.36,68.93,68.15,66.97,15182047.17,0.0,XLF,1059,2017-04-25 23:59:59.999989,23.89,24.01,23.86,23.59,70135919.06,0.0,XLI,1059,2017-04-25 23:59:59.999989,66.62,66.84,66.44,65.69,12204247.01,0.0,XLK,1059,2017-04-25 23:59:59.999989,54.02,54.19,53.93,53.47,9931845.23,0.0,XLP,1059,2017-04-25 23:59:59.999989,55.53,55.8,55.51,54.54,7138896.26,0.0,XLU,1059,2017-04-25 23:59:59.999989,51.85,52.01,51.64,50.65,10623142.09,0.0,XLV,1059,2017-04-25 23:59:59.999989,74.71,74.94,74.5,73.87,8931248.62,0.0,XLY,1059,2017-04-25 23:59:59.999989,89.12,89.65,89.12,88.63,5350960.55,0.0,BackTradingStrategy,1059,736444.9999999999,SimpleMovingAverage,1059,49.838359375,Broker,1059,100078.56999999995,100025.93999999994,BuySell,1059,,,BuySell,1059,,,BuySell,1059,,,BuySell,1059,,,BuySell,1059,,,BuySell,1059,,,BuySell,1059,,,BuySell,1059,,,BuySell,1059,,,DataTrades,1059,,,,,,,,,
1060,XLB,1060,2017-04-26 23:59:59.999989,53.57,53.82,53.44,52.84,3119945.39,0.0,XLE,1060,2017-04-26 23:59:59.999989,68.45,69.47,68.42,66.74,18246110.35,0.0,XLF,1060,2017-04-26 23:59:59.999989,23.86,24.09,23.82,23.57,70792678.34,0.0,XLI,1060,2017-04-26 23:59:59.999989,66.77,67.04,66.61,65.7,11857481.71,0.0,XLK,1060,2017-04-26 23:59:59.999989,54.08,54.21,53.97,53.41,8055583.97,0.0,XLP,1060,2017-04-26 23:59:59.999989,55.74,55.74,55.24,54.1,7763325.81,0.0,XLU,1060,2017-04-26 23:59:59.999989,51.92,52.16,51.72,50.49,9360841.05,0.0,XLV,1060,2017-04-26 23:59:59.999989,75.0,75.44,74.94,74.27,6168262.0,0.0,XLY,1060,2017-04-26 23:59:59.999989,89.75,90.32,89.63,89.05,4041684.87,0.0,BackTradingStrategy,1060,736445.9999999999,SimpleMovingAverage,1060,49.89234375,Broker,1060,100078.56999999995,100026.13999999996,BuySell,1060,,,BuySell,1060,,,BuySell,1060,,,BuySell,1060,,,BuySell,1060,,,BuySell,1060,,,BuySell,1060,,,BuySell,1060,,,BuySell,1060,,,DataTrades,1060,,,,,,,,,
1061,XLB,1061,2017-04-27 23:59:59.999989,53.57,53.68,53.17,52.73,4536723.39,0.0,XLE,1061,2017-04-27 23:59:59.999989,68.01,68.08,67.11,66.01,20008732.23,0.0,XLF,1061,2017-04-27 23:59:59.999989,23.92,23.92,23.62,23.46,68008618.37,0.0,XLI,1061,2017-04-27 23:59:59.999989,66.62,66.87,66.39,65.68,7993017.98,0.0,XLK,1061,2017-04-27 23:59:59.999989,54.16,54.28,54.11,53.63,8495084.56,0.0,XLP,1061,2017-04-27 23:59:59.999989,55.35,55.38,55.11,54.03,5737625.39,0.0,XLU,1061,2017-04-27 23:59:59.999989,51.75,52.2,51.71,50.67,9233167.45,0.0,XLV,1061,2017-04-27 23:59:59.999989,75.16,75.65,75.01,74.43,6882310.77,0.0,XLY,1061,2017-04-27 23:59:59.999989,90.4,90.55,90.17,89.52,3627635.55,0.0,BackTradingStrategy,1061,736446.9999999999,SimpleMovingAverage,1061,49.945625,Broker,1061,100078.56999999995,100026.86999999995,BuySell,1061,,,BuySell,1061,,,BuySell,1061,,,BuySell,1061,,,BuySell,1061,,,BuySell,1061,,,BuySell,1061,,,BuySell,1061,,,BuySell,1061,,,DataTrades,1061,,,,,,,,,
1062,XLB,1062,2017-04-28 23:59:59.999989,53.41,53.57,53.07,52.28,3820502.27,0.0,XLE,1062,2017-04-28 23:59:59.999989,68.37,68.49,67.74,66.06,13818280.28,0.0,XLF,1062,2017-04-28 23:59:59.999989,23.77,23.79,23.53,23.24,63288626.69,0.0,XLI,1062,2017-04-28 23:59:59.999989,66.75,66.89,66.26,65.37,10145930.72,0.0,XLK,1062,2017-04-28 23:59:59.999989,54.41,54.49,54.25,53.77,11289998.44,0.0,XLP,1062,2017-04-28 23:59:59.999989,55.04,55.2,54.89,54.01,6841217.9,0.0,XLU,1062,2017-04-28 23:59:59.999989,51.88,51.95,51.54,50.43,9173865.87,0.0,XLV,1062,2017-04-28 23:59:59.999989,75.36,75.54,75.24,74.63,5708736.37,0.0,XLY,1062,2017-04-28 23:59:59.999989,90.61,90.78,89.95,89.17,4971761.09,0.0,BackTradingStrategy,1062,736447.9999999999,SimpleMovingAverage,1062,49.99453125,Broker,1062,100078.56999999995,100026.24999999994,BuySell,1062,,,BuySell,1062,,,BuySell,1062,,,BuySell,1062,,,BuySell,1062,,,BuySell,1062,,,BuySell,1062,,,BuySell,1062,,,BuySell,1062,,,DataTrades,1062,,,,,,,,,
